Nomes do produto,Preço
palavra aleatoria,0.42847885147493564
palavra aleatoria,0.5918646336404353
palavra aleatoria,0.09412622454572188
palavra aleatoria,0.5223140556919723
palavra aleatoria,0.19488541400340834
frase 2,0.6484812008398803
frase 2,0.7846743682780047
frase 2,0.7546890888240894
frase 2,0.12095288483594566
palavra aleatoria,0.5218013348334425
frase 2,0.25390380140693825
frase 2,0.4229749299827113
palavra aleatoria,0.9359692899727273
frase 2,0.6571951145742356
frase 2,0.35092248049148494
palavra aleatoria,0.6211679887342979
frase 2,0.3772457617567253
palavra aleatoria,0.7046060291903816
palavra aleatoria,0.5314101245172921
frase 2,0.4833573049559613
palavra aleatoria,0.5806613784993355
palavra aleatoria,0.0899098031612735
frase 2,0.19817312597921002
frase 2,0.49556538473181444
palavra aleatoria,0.703157725535658
palavra aleatoria,0.7801529673350994
palavra aleatoria,0.10696818150702336
palavra aleatoria,0.8832782939845334
palavra aleatoria,0.08608192035116703
palavra aleatoria,0.29530940283502927
frase 2,0.3586440275478965
palavra aleatoria,0.3840060186210625
palavra aleatoria,0.5267987673338134
palavra aleatoria,0.11298628925653909
palavra aleatoria,0.041989054630956674
frase 2,0.022348462844556924
frase 2,0.34626658151319234
palavra aleatoria,0.8581526114508168
palavra aleatoria,0.7282288544182434
palavra aleatoria,0.3673000388129403
frase 2,0.09710453428508409
palavra aleatoria,0.7126511162477587
palavra aleatoria,0.5945527947516194
palavra aleatoria,0.40019965831025267
frase 2,0.7858373262238539
frase 2,0.3159482304126751
frase 2,0.658815930827876
frase 2,0.2083210825724484
palavra aleatoria,0.5018623983517625
frase 2,0.8268627834824197
frase 2,0.39655463277926223
palavra aleatoria,0.6389093667088808
frase 2,0.8349139595152719
frase 2,0.8728944441073426
palavra aleatoria,0.5187591726929612
palavra aleatoria,0.1182780075654647
frase 2,0.926933007120158
palavra aleatoria,0.30068622915406257
palavra aleatoria,0.7603360586971808
palavra aleatoria,0.3499406776340775
palavra aleatoria,0.03471513963622732
frase 2,0.13278399652855116
frase 2,0.45637481111386874
frase 2,0.022569667422275556
frase 2,0.31080166818097166
frase 2,0.6127588954230756
frase 2,0.27828314299448575
palavra aleatoria,0.18589452654289607
palavra aleatoria,0.020263270355772547
frase 2,0.5964932216064638
palavra aleatoria,0.07236593245090803
palavra aleatoria,0.11610564564074849
palavra aleatoria,0.1537918615651391
frase 2,0.5722394370402422
palavra aleatoria,0.6978909714242099
frase 2,0.7210426544298676
palavra aleatoria,0.05400317941818155
frase 2,0.5005574117370141
palavra aleatoria,0.11124440486866399
frase 2,0.41848115502693384
palavra aleatoria,0.6059674836861393
palavra aleatoria,0.32394346181037836
palavra aleatoria,0.7402411898625123
palavra aleatoria,0.20638348828849404
frase 2,0.08533009572913068
frase 2,0.37154437458423784
palavra aleatoria,0.9286366180477106
frase 2,0.6981003310741646
palavra aleatoria,0.9525852203668378
palavra aleatoria,0.2996721998121779
palavra aleatoria,0.9188037881109592
frase 2,0.09169335881650227
frase 2,0.8847354906697141
frase 2,0.32943250306308497
frase 2,0.6466910911678602
palavra aleatoria,0.6938562466548168
palavra aleatoria,0.21122218249370323
frase 2,0.5158939916921017
frase 2,0.40776965488280353
frase 2,0.32408699879209063
palavra aleatoria,0.9464808648722544
palavra aleatoria,0.6795865282329461
palavra aleatoria,0.24033389851250325
palavra aleatoria,0.308831865935339
palavra aleatoria,0.38121281773840365
palavra aleatoria,0.05767524597841794
frase 2,0.7394383910818261
frase 2,0.26218269706794695
palavra aleatoria,0.5068432774058413
palavra aleatoria,0.9557133276998713
palavra aleatoria,0.8792496500383934
frase 2,0.18306287012998596
frase 2,0.365401995039541
palavra aleatoria,0.05207409843192147
frase 2,0.17453055201283496
palavra aleatoria,0.6921821387747513
frase 2,0.32635503744822775
frase 2,0.2514813592879862
frase 2,0.01027220489063566
frase 2,0.25748258838148924
palavra aleatoria,0.12430751317218372
frase 2,0.8067217084929299
palavra aleatoria,0.9394134557947105
palavra aleatoria,0.4937415128396599
palavra aleatoria,0.3465498680871932
palavra aleatoria,0.04695303099239504
frase 2,0.3749424016868832
palavra aleatoria,0.9696664739901678
palavra aleatoria,0.68347655817484
frase 2,0.5872783212079737
frase 2,0.5549029795252859
palavra aleatoria,0.31352206434835334
frase 2,0.7703241013531851
frase 2,0.5170944702947713
palavra aleatoria,0.6592999775176736
frase 2,0.6316275761467557
frase 2,0.1346685532025633
palavra aleatoria,0.8322975701259392
frase 2,0.7619644463693046
palavra aleatoria,0.0851947323331449
palavra aleatoria,0.9272102020041311
palavra aleatoria,0.38719816192491097
palavra aleatoria,0.3109859488677071
frase 2,0.4810965522289288
palavra aleatoria,0.8407344082080562
palavra aleatoria,0.2932693334142303
frase 2,0.536425644856211
frase 2,0.18371921421825488
palavra aleatoria,0.2322539718953028
frase 2,0.8349290833896911
frase 2,0.9407592369246822
palavra aleatoria,0.5385461394104126
palavra aleatoria,0.6838262415189748
palavra aleatoria,0.6122977091858024
frase 2,0.2488983865210269
frase 2,0.8818309802404545
palavra aleatoria,0.4932248486149751
frase 2,0.017340227932596035
frase 2,0.46702423760686024
frase 2,0.2357242039494976
palavra aleatoria,0.9738430733363117
palavra aleatoria,0.5417718269446146
frase 2,0.481382708264532
frase 2,0.747057898579245
frase 2,0.8471561290450345
frase 2,0.8491326680426448
palavra aleatoria,0.6411046508624444
palavra aleatoria,0.3107847903783845
frase 2,0.7306032109302357
palavra aleatoria,0.30962651238434497
palavra aleatoria,0.7073102357748934
palavra aleatoria,0.4137566478301223
palavra aleatoria,0.7391835747739701
palavra aleatoria,0.7472015052096995
frase 2,0.11630062952433973
palavra aleatoria,0.3029227482814625
frase 2,0.20183490362665807
frase 2,0.33028349363724696
frase 2,0.7098289025254526
frase 2,0.19690256787376448
frase 2,0.7200944774321045
palavra aleatoria,0.627664702655371
palavra aleatoria,0.0686722562601713
palavra aleatoria,0.04590081679053165
frase 2,0.20460257581741145
palavra aleatoria,0.8420960835161583
frase 2,0.24020493996610973
frase 2,0.016903966020106093
frase 2,0.8541304636012723
frase 2,0.5430094068948795
frase 2,0.010837962823469712
palavra aleatoria,0.3120174378031302
frase 2,0.4094679105318758
palavra aleatoria,0.8465965321656977
frase 2,0.3072724501412577
frase 2,0.5775129151015884
palavra aleatoria,0.4998271907936134
palavra aleatoria,0.7018143351994529
palavra aleatoria,0.8865257499168828
frase 2,0.7857462375229133
palavra aleatoria,0.4131997438238258
palavra aleatoria,0.13009296340575527
frase 2,0.3074591526820368
frase 2,0.3489119211224818
palavra aleatoria,0.31195871787516655
frase 2,0.0440488812263173
palavra aleatoria,0.3503973268771656
palavra aleatoria,0.9067095605501987
frase 2,0.8723492076457839
palavra aleatoria,0.15587575471499038
palavra aleatoria,0.4565354720028639
frase 2,0.47636205804958603
palavra aleatoria,0.4501856201010282
frase 2,0.6427542301618698
palavra aleatoria,0.7019504525794563
frase 2,0.22625747412249927
frase 2,0.3177778244614792
frase 2,0.396862064420607
palavra aleatoria,0.3123306193584557
palavra aleatoria,0.43104589951913924
frase 2,0.39338756798611346
palavra aleatoria,0.43906651099932165
frase 2,0.41323106606818155
palavra aleatoria,0.666284112283344
frase 2,0.966866153351158
palavra aleatoria,0.8058109881168427
frase 2,0.1584664810682626
palavra aleatoria,0.05107202145874463
palavra aleatoria,0.43265371956310933
frase 2,0.14989373452640964
palavra aleatoria,0.9141697853296699
frase 2,0.5303695921569614
frase 2,0.8226223944032959
palavra aleatoria,0.6194156195285061
frase 2,0.32871721276596677
palavra aleatoria,0.08626815493656663
frase 2,0.033098561010055476
frase 2,0.3453385800998743
frase 2,0.4623359852244653
palavra aleatoria,0.4598644375875935
palavra aleatoria,0.24141303502926081
palavra aleatoria,0.08443324396843986
frase 2,0.20375659792374726
palavra aleatoria,0.3510148970930554
palavra aleatoria,0.05397738997228221
palavra aleatoria,0.966401440065116
frase 2,0.8113354592323769
palavra aleatoria,0.16379505829966445
palavra aleatoria,0.35345123118872823
palavra aleatoria,0.5972220009767243
frase 2,0.8283011847006292
frase 2,0.9684537636569326
frase 2,0.160144357700072
palavra aleatoria,0.9286951676493342
frase 2,0.9161995396477512
palavra aleatoria,0.6128427884783381
palavra aleatoria,0.9544081651925277
frase 2,0.8285974645681129
frase 2,0.18556223374657438
frase 2,0.9773527227481794
palavra aleatoria,0.5754619579627241
frase 2,0.7943787979890022
palavra aleatoria,0.6528440243419081
frase 2,0.07170214017426284
palavra aleatoria,0.9664508754534844
palavra aleatoria,0.28046554855193817
palavra aleatoria,0.46678165122287407
palavra aleatoria,0.15597141973389267
palavra aleatoria,0.017621673865578974
palavra aleatoria,0.4130414473059341
palavra aleatoria,0.8082054025169972
frase 2,0.3460656328123071
palavra aleatoria,0.5223107574459439
frase 2,0.10504425544214133
palavra aleatoria,0.20387762686629132
frase 2,0.2311735440480955
palavra aleatoria,0.874611258285801
palavra aleatoria,0.9809447508061542
frase 2,0.05735312724502065
palavra aleatoria,0.5002931891874748
frase 2,0.7160956514359369
palavra aleatoria,0.2980288893242175
frase 2,0.484379022709167
palavra aleatoria,0.9528334778387283
palavra aleatoria,0.6995431618607987
palavra aleatoria,0.4295421504971866
palavra aleatoria,0.8417124279620118
frase 2,0.055824089360904106
palavra aleatoria,0.5772766819997326
palavra aleatoria,0.8041236116171672
palavra aleatoria,0.46027181340978757
palavra aleatoria,0.6393462487854996
palavra aleatoria,0.6448325838931933
frase 2,0.9020181994090917
frase 2,0.18147284358753818
palavra aleatoria,0.42515216949448625
frase 2,0.5999419360841776
palavra aleatoria,0.4089426437168535
palavra aleatoria,0.9368041807301648
frase 2,0.971962947361493
frase 2,0.07525021405103871
palavra aleatoria,0.6155514737414522
palavra aleatoria,0.9387683293152662
frase 2,0.41678947123550447
frase 2,0.630495319436378
palavra aleatoria,0.1320941806945465
palavra aleatoria,0.14223676064098964
frase 2,0.03582780261785317
palavra aleatoria,0.4947276100449874
palavra aleatoria,0.1342550364494507
palavra aleatoria,0.02727373472379442
palavra aleatoria,0.74153995918399
palavra aleatoria,0.11925362030646203
palavra aleatoria,0.45810719104821124
palavra aleatoria,0.11081075760496452
palavra aleatoria,0.886480110226532
palavra aleatoria,0.34901539651359575
palavra aleatoria,0.6694106905364376
frase 2,0.32894738474675156
frase 2,0.43490770601476486
palavra aleatoria,0.04959247597070267
frase 2,0.9126091551430622
frase 2,0.8698464778630601
frase 2,0.10559544220726859
palavra aleatoria,0.09065934660252735
frase 2,0.5908747906300748
palavra aleatoria,0.9792484392936563
palavra aleatoria,0.8474923091279692
frase 2,0.2788731078357665
frase 2,0.879987152180043
palavra aleatoria,0.8509592097106238
palavra aleatoria,0.3509262663433673
frase 2,0.23301100505978475
palavra aleatoria,0.4415243581803782
frase 2,0.3829070064674258
frase 2,0.7226930947109309
frase 2,0.8478585693213038
frase 2,0.2452891726118557
frase 2,0.6352201517518005
frase 2,0.32615543191523033
palavra aleatoria,0.4040397490917305
palavra aleatoria,0.49489560991555587
palavra aleatoria,0.066649461584713
frase 2,0.5653771891404095
frase 2,0.3239536202008493
palavra aleatoria,0.6939680788623253
frase 2,0.2021507967938443
frase 2,0.27330999492591856
palavra aleatoria,0.23108641081715003
palavra aleatoria,0.5802414193569583
palavra aleatoria,0.508409951221139
frase 2,0.8002277432193
palavra aleatoria,0.25443258480471204
palavra aleatoria,0.038727751901155454
frase 2,0.7985032036939518
frase 2,0.42254283548752664
palavra aleatoria,0.1925859749030752
palavra aleatoria,0.465639591329518
palavra aleatoria,0.977808399885868
palavra aleatoria,0.2610043212680373
palavra aleatoria,0.8978899457290059
palavra aleatoria,0.7831954031275632
palavra aleatoria,0.7979920506009978
frase 2,0.15036386321447287
frase 2,0.744332996594949
palavra aleatoria,0.07993569500097494
frase 2,0.22459738690709835
frase 2,0.5713972609089029
palavra aleatoria,0.5682035795781557
palavra aleatoria,0.3546658439446109
palavra aleatoria,0.2347223926577573
frase 2,0.38411039927965474
frase 2,0.7101438026053335
palavra aleatoria,0.37475521054129135
frase 2,0.5036041894861325
palavra aleatoria,0.8414803142786811
frase 2,0.5018191067527215
frase 2,0.17689680433513713
palavra aleatoria,0.0966818024232306
frase 2,0.7724121740896243
palavra aleatoria,0.43585407705252815
frase 2,0.46012155073433664
palavra aleatoria,0.6623047235619147
palavra aleatoria,0.805200041951443
frase 2,0.2340710368548438
frase 2,0.31385439338408716
palavra aleatoria,0.241666167367138
palavra aleatoria,0.7580881586381616
palavra aleatoria,0.539353266762124
palavra aleatoria,0.13826465252660863
palavra aleatoria,0.7652822686835196
palavra aleatoria,0.3312452756136119
frase 2,0.9195865017957698
frase 2,0.2154090180940321
frase 2,0.985786715277063
palavra aleatoria,0.8517592548386393
palavra aleatoria,0.8005870743453408
palavra aleatoria,0.15847320439285156
frase 2,0.8465727527531447
palavra aleatoria,0.2961214048695058
palavra aleatoria,0.42901914078512793
frase 2,0.05391778866177382
frase 2,0.7238726743046
palavra aleatoria,0.8447839917169634
palavra aleatoria,0.4719948042308606
palavra aleatoria,0.5155220068902858
palavra aleatoria,0.8297397691332684
palavra aleatoria,0.2712999070096984
frase 2,0.792114666096376
palavra aleatoria,0.32375301654164684
palavra aleatoria,0.3138871491669193
palavra aleatoria,0.3584529720278986
palavra aleatoria,0.7185456441710988
palavra aleatoria,0.43157885070230456
frase 2,0.7431118150776911
frase 2,0.9119398002532414
palavra aleatoria,0.12633687066050756
palavra aleatoria,0.4116297299152946
palavra aleatoria,0.4883140767891755
frase 2,0.7072981586788165
palavra aleatoria,0.4835712849878453
frase 2,0.33300961081601416
palavra aleatoria,0.7477903813590623
palavra aleatoria,0.11354798464985552
palavra aleatoria,0.018092728980315435
palavra aleatoria,0.15605071558127068
palavra aleatoria,0.3139906320202413
palavra aleatoria,0.6424208285022864
palavra aleatoria,0.8331672046197396
frase 2,0.6071164643986888
palavra aleatoria,0.12423026173469907
palavra aleatoria,0.7931702563781737
frase 2,0.6411492669150589
frase 2,0.4448488397187258
palavra aleatoria,0.017759468902483245
frase 2,0.5714422293962244
frase 2,0.6680891571817977
frase 2,0.1981505211079382
palavra aleatoria,0.07558481542698663
frase 2,0.6925868159298045
palavra aleatoria,0.8623007156422483
palavra aleatoria,0.9321838693762954
palavra aleatoria,0.790600155137734
palavra aleatoria,0.5473220155824129
palavra aleatoria,0.37596563003446754
palavra aleatoria,0.916913052822929
frase 2,0.1127548974221607
palavra aleatoria,0.8837070486614366
frase 2,0.20171215927350725
frase 2,0.48159964135916816
frase 2,0.9791234451934205
palavra aleatoria,0.6037376623486593
frase 2,0.6724475497659927
palavra aleatoria,0.8086522627589248
palavra aleatoria,0.5686754949417304
frase 2,0.7847302415065728
frase 2,0.4485858861318301
frase 2,0.13016092096317183
palavra aleatoria,0.1150123774647393
frase 2,0.883101003275199
frase 2,0.3531166435901182
frase 2,0.660227787597059
palavra aleatoria,0.8176117788280581
frase 2,0.4522496338519607
palavra aleatoria,0.4866976138852601
frase 2,0.6423094777145517
palavra aleatoria,0.16631052058082565
palavra aleatoria,0.8883150142750612
palavra aleatoria,0.6138071197517091
frase 2,0.9581787559841092
palavra aleatoria,0.81879763469517
frase 2,0.8159817169793612
palavra aleatoria,0.6007515778051293
palavra aleatoria,0.9275009008124178
frase 2,0.5612021430570628
palavra aleatoria,0.2011047342669183
palavra aleatoria,0.9663428004050386
palavra aleatoria,0.6342338288656455
frase 2,0.8544287127473457
palavra aleatoria,0.8822217671446396
frase 2,0.8977041530216375
frase 2,0.36929220191509643
palavra aleatoria,0.13044303304364685
palavra aleatoria,0.7756876681103662
palavra aleatoria,0.5375544598450492
palavra aleatoria,0.1506357896026187
palavra aleatoria,0.18974228649545763
palavra aleatoria,0.06346484667408957
frase 2,0.8014332957952505
frase 2,0.1507166861705028
frase 2,0.05953052649823269
palavra aleatoria,0.797435174535104
palavra aleatoria,0.9627842054428615
frase 2,0.4160947428023238
palavra aleatoria,0.44051360259625943
frase 2,0.5085122532679185
palavra aleatoria,0.4872402572048017
frase 2,0.44294213967979507
palavra aleatoria,0.7124123382933254
frase 2,0.26007638830070445
palavra aleatoria,0.8526702352280406
palavra aleatoria,0.45085609625180106
frase 2,0.06750791690120748
frase 2,0.10743390323163729
frase 2,0.268162419708475
palavra aleatoria,0.02679424440966336
frase 2,0.02733728342558253
palavra aleatoria,0.812530241816196
palavra aleatoria,0.5961486294514201
frase 2,0.7033541468426465
palavra aleatoria,0.1368604859851808
frase 2,0.04761858212491614
palavra aleatoria,0.1629913093767964
palavra aleatoria,0.48423838829041627
frase 2,0.35610402432220334
frase 2,0.9332062691214845
palavra aleatoria,0.04523052030918934
palavra aleatoria,0.46898243399069134
frase 2,0.9438553864874202
frase 2,0.7346866118692698
palavra aleatoria,0.1803357113874219
palavra aleatoria,0.5095163668932375
frase 2,0.8826634618324769
palavra aleatoria,0.44602911714553556
palavra aleatoria,0.03882810344977567
palavra aleatoria,0.1479771451058775
frase 2,0.26394380963420827
palavra aleatoria,0.5229831427920225
palavra aleatoria,0.15442446144411381
frase 2,0.3495256487995296
palavra aleatoria,0.39796565597790934
palavra aleatoria,0.44802545635610524
frase 2,0.06089799746221884
frase 2,0.4305772265121448
frase 2,0.4302432852703418
palavra aleatoria,0.8542593001793938
frase 2,0.5778746751354573
palavra aleatoria,0.37107906913312727
frase 2,0.5850870809867508
frase 2,0.7068267344128546
frase 2,0.8065179502638843
frase 2,0.13802408520462467
palavra aleatoria,0.29825411981954064
frase 2,0.460686674813065
palavra aleatoria,0.4288406038765667
palavra aleatoria,0.5579834310363477
frase 2,0.05584646572488703
frase 2,0.07941710654442612
palavra aleatoria,0.6440546693974739
palavra aleatoria,0.0638350054611628
palavra aleatoria,0.04670465046669237
palavra aleatoria,0.3015476732822455
frase 2,0.4444293353480187
palavra aleatoria,0.05508513672843363
palavra aleatoria,0.2609743030520289
palavra aleatoria,0.605884957327177
frase 2,0.14092470169232887
palavra aleatoria,0.7542200597134361
palavra aleatoria,0.23903509778843376
frase 2,0.2988236466389293
palavra aleatoria,0.9774511481768304
frase 2,0.9093380474242042
frase 2,0.19000753792982591
palavra aleatoria,0.024982098979317423
palavra aleatoria,0.09224388594769821
palavra aleatoria,0.7190728266161956
frase 2,0.6890672605504636
frase 2,0.2358458777673383
palavra aleatoria,0.6748183335540814
palavra aleatoria,0.5432753365262677
frase 2,0.018641532606321287
palavra aleatoria,0.9577620616351956
frase 2,0.5272307505741298
palavra aleatoria,0.7727822099714285
palavra aleatoria,0.26944799893947785
palavra aleatoria,0.27988955150862194
frase 2,0.2540885852474007
palavra aleatoria,0.6239600312902064
frase 2,0.11066739084421612
palavra aleatoria,0.21238345994542066
frase 2,0.04397735780450231
palavra aleatoria,0.6076407332552323
palavra aleatoria,0.12692721888738928
frase 2,0.8803249984643473
frase 2,0.2807752240531694
frase 2,0.13345210734492322
palavra aleatoria,0.3368511352726804
palavra aleatoria,0.22444170097518198
palavra aleatoria,0.6167409237462201
palavra aleatoria,0.6217253630545059
frase 2,0.8685003331805496
palavra aleatoria,0.78536128095714
palavra aleatoria,0.7281626364049261
frase 2,0.31573573853501635
frase 2,0.6786680224071079
frase 2,0.8303633343726933
palavra aleatoria,0.8245745942289252
palavra aleatoria,0.6121210683215603
frase 2,0.9428305809774516
frase 2,0.35243534163069407
palavra aleatoria,0.8284810526008165
palavra aleatoria,0.7993226970120212
palavra aleatoria,0.7013383893368689
palavra aleatoria,0.060827897879472154
frase 2,0.7785663809601308
palavra aleatoria,0.6113104257635058
palavra aleatoria,0.8936637973617607
palavra aleatoria,0.5090687979278776
frase 2,0.15029353328664716
palavra aleatoria,0.8224240936576621
frase 2,0.2132689115626425
palavra aleatoria,0.7871172007881218
palavra aleatoria,0.7733194773586284
frase 2,0.801298086054096
frase 2,0.1645453219311779
frase 2,0.9605746941302584
frase 2,0.8982621945332407
palavra aleatoria,0.7119116331261329
frase 2,0.2660284613588959
frase 2,0.4714343949284465
frase 2,0.6351251378051402
palavra aleatoria,0.7225072632387765
palavra aleatoria,0.5463953031946933
palavra aleatoria,0.18542031988072763
frase 2,0.4123267266096766
palavra aleatoria,0.9727840138919964
palavra aleatoria,0.7700416187170739
frase 2,0.017572242427021233
palavra aleatoria,0.9852389934507743
frase 2,0.40845927594582365
palavra aleatoria,0.5742002851044595
frase 2,0.2841111075237057
frase 2,0.06309465612918431
frase 2,0.2554754081779565
palavra aleatoria,0.39212098024799336
palavra aleatoria,0.5713902668381518
frase 2,0.20052775127190273
palavra aleatoria,0.1201523151430363
frase 2,0.5162078294216296
palavra aleatoria,0.6370461675459758
frase 2,0.03416151840405335
frase 2,0.7265446707917277
palavra aleatoria,0.6875449145085571
palavra aleatoria,0.24554219995760534
frase 2,0.1486081632572409
frase 2,0.5013165102434959
frase 2,0.23891540958476293
frase 2,0.12218796106531842
palavra aleatoria,0.756646865649745
frase 2,0.9039600486247303
palavra aleatoria,0.4598310690803894
frase 2,0.7785141364560849
frase 2,0.20734779275626503
frase 2,0.2816089686770236
palavra aleatoria,0.21194136600557992
frase 2,0.8122056043707728
frase 2,0.884741077560118
palavra aleatoria,0.42244670639921905
palavra aleatoria,0.3591497096242246
frase 2,0.8214714680678983
frase 2,0.5760216458785764
palavra aleatoria,0.8875658287968198
palavra aleatoria,0.6479569565760803
frase 2,0.6999822346304925
frase 2,0.7369003655457883
palavra aleatoria,0.04489709529089057
frase 2,0.42729638066266445
palavra aleatoria,0.08793182398845707
palavra aleatoria,0.1863890107780727
frase 2,0.5728549474728718
palavra aleatoria,0.6406815118523785
palavra aleatoria,0.48794165965581066
palavra aleatoria,0.8142897329596027
palavra aleatoria,0.44429041703338695
palavra aleatoria,0.46526114041406286
frase 2,0.22938523556688034
palavra aleatoria,0.3315463537754054
palavra aleatoria,0.4625616395871657
palavra aleatoria,0.2619050095187893
frase 2,0.108499481515509
frase 2,0.576124999195326
frase 2,0.08968174551482894
frase 2,0.4365521463648111
palavra aleatoria,0.09507707846716637
palavra aleatoria,0.5111595635796066
palavra aleatoria,0.08376907350249924
frase 2,0.04600968388505799
frase 2,0.47430227689807647
frase 2,0.7609785449994566
frase 2,0.2787012157949635
palavra aleatoria,0.307702949035258
frase 2,0.1964146792254578
frase 2,0.5800098352405881
palavra aleatoria,0.07604091239666401
frase 2,0.648946385093417
palavra aleatoria,0.25074179806202224
palavra aleatoria,0.03329552802415114
frase 2,0.42411162217535764
palavra aleatoria,0.8426913197788474
palavra aleatoria,0.149757420919729
palavra aleatoria,0.8594427718845858
palavra aleatoria,0.042510947295835703
frase 2,0.9263621017931022
palavra aleatoria,0.2525039355037519
frase 2,0.19458783590047468
frase 2,0.7804182473604336
palavra aleatoria,0.2604309041358991
palavra aleatoria,0.4509336883150136
palavra aleatoria,0.8985826923315828
palavra aleatoria,0.3332580069923293
palavra aleatoria,0.4413735634259539
palavra aleatoria,0.3906020657361039
frase 2,0.6110558373674192
frase 2,0.4173006646661531
frase 2,0.6938740763991634
frase 2,0.31003166420445266
frase 2,0.5729623971499203
frase 2,0.6363742516841912
frase 2,0.6021066371719968
frase 2,0.7499706097548582
palavra aleatoria,0.48795563820195514
palavra aleatoria,0.13449950249049583
palavra aleatoria,0.8864679025934505
frase 2,0.9898338550613631
frase 2,0.5984222257559636
frase 2,0.09533142512152144
palavra aleatoria,0.7510590373701509
frase 2,0.36873224211764116
palavra aleatoria,0.10147149156952372
frase 2,0.4755288986804953
frase 2,0.10665961954247612
palavra aleatoria,0.43465082303711994
palavra aleatoria,0.6141105377867002
frase 2,0.6961269256990962
frase 2,0.11529684238385964
palavra aleatoria,0.40308574095600275
frase 2,0.542772354207717
palavra aleatoria,0.3752068960513363
palavra aleatoria,0.22385977294790066
palavra aleatoria,0.23366865154711794
frase 2,0.255708164452455
palavra aleatoria,0.2649915197529181
palavra aleatoria,0.28084721810561253
frase 2,0.24013942652067802
palavra aleatoria,0.6382933216525094
palavra aleatoria,0.6060802890754415
palavra aleatoria,0.8708982143839199
