Nomes do produto,Preço
frase 2,0.4009044639058033
frase 2,0.46147496417113804
palavra aleatoria,0.2100024877710654
frase 2,0.7207700477314601
frase 2,0.5668594768396948
palavra aleatoria,0.6273148273233017
frase 2,0.17613882527775906
palavra aleatoria,0.6018509357912556
frase 2,0.05184678827972917
frase 2,0.2597858103314244
palavra aleatoria,0.6102473874277733
frase 2,0.9349926854036552
palavra aleatoria,0.7497933990489375
palavra aleatoria,0.36709609080605826
palavra aleatoria,0.2723407631605076
palavra aleatoria,0.7174884262546042
palavra aleatoria,0.4696364749513854
frase 2,0.8210833805074184
frase 2,0.08796409260679251
palavra aleatoria,0.0383608130901797
palavra aleatoria,0.583514481835849
frase 2,0.17511928874823027
frase 2,0.6926253909823146
palavra aleatoria,0.6623494737438391
frase 2,0.6720492184990957
frase 2,0.028410527509625257
palavra aleatoria,0.13662055878107218
palavra aleatoria,0.3945750259149921
frase 2,0.6569929218366402
palavra aleatoria,0.08510121685500667
palavra aleatoria,0.6670725095835519
frase 2,0.30216423263234343
palavra aleatoria,0.664880223814277
palavra aleatoria,0.8815112964315779
palavra aleatoria,0.22025109755933825
palavra aleatoria,0.9701181495879524
frase 2,0.3589338904972551
frase 2,0.10334666470474647
palavra aleatoria,0.10102643497446835
frase 2,0.35800080667431355
palavra aleatoria,0.19112160816665888
frase 2,0.42677901954747477
palavra aleatoria,0.6014750843603012
palavra aleatoria,0.2638903796070443
frase 2,0.9284554544258039
frase 2,0.26978616638782604
frase 2,0.7526663671463627
palavra aleatoria,0.216427622861682
frase 2,0.2482071273182682
frase 2,0.8902049571150972
palavra aleatoria,0.13424475865774096
frase 2,0.350110901878049
palavra aleatoria,0.030243942918903186
frase 2,0.15112200445924756
frase 2,0.7600454068359778
frase 2,0.26216318890774204
frase 2,0.5730838977042684
frase 2,0.4774290673346025
palavra aleatoria,0.6810651719116537
palavra aleatoria,0.4036533148815823
palavra aleatoria,0.5091257470778904
palavra aleatoria,0.564975655334476
frase 2,0.2172561652739545
palavra aleatoria,0.36380533348230665
palavra aleatoria,0.30679895948122593
palavra aleatoria,0.5528521062303017
frase 2,0.3426335714731511
frase 2,0.37776606777232136
palavra aleatoria,0.7107585077830313
palavra aleatoria,0.935917715140325
palavra aleatoria,0.09240912267214836
palavra aleatoria,0.7968871244941
palavra aleatoria,0.34826352351476525
frase 2,0.7290993773053879
palavra aleatoria,0.9595728619378542
palavra aleatoria,0.7540671022117775
palavra aleatoria,0.22833208150797563
palavra aleatoria,0.6831678274835267
frase 2,0.47963258928291247
frase 2,0.024496197395057612
palavra aleatoria,0.8625018979541847
palavra aleatoria,0.9809053411912125
frase 2,0.19241397043503639
frase 2,0.23109328764878068
palavra aleatoria,0.5572558778837934
frase 2,0.2701499064341988
frase 2,0.4604305624676691
palavra aleatoria,0.13093765184233433
palavra aleatoria,0.20330933345694732
palavra aleatoria,0.7674246382363135
palavra aleatoria,0.9256739308840223
palavra aleatoria,0.4855196330401283
frase 2,0.6628990909602657
frase 2,0.4027234513076901
frase 2,0.25557659792981585
palavra aleatoria,0.8157216195751137
frase 2,0.38813338726755364
frase 2,0.355755939340632
frase 2,0.5686575219607105
palavra aleatoria,0.06774226610739857
palavra aleatoria,0.8822740102074945
frase 2,0.5440443154705301
frase 2,0.1550616633199494
palavra aleatoria,0.3914468009254203
frase 2,0.9223321974930014
palavra aleatoria,0.5926057913977517
frase 2,0.3035778135687161
palavra aleatoria,0.30992448079281953
frase 2,0.5125677235294755
frase 2,0.09151458414388343
frase 2,0.6866796759295163
palavra aleatoria,0.48877645781396417
frase 2,0.8095858918000912
frase 2,0.27802633729041765
frase 2,0.02798103378883411
palavra aleatoria,0.6474349843861548
frase 2,0.1262199646163929
palavra aleatoria,0.25341729055209317
palavra aleatoria,0.22239489626330847
frase 2,0.30128748273116857
frase 2,0.584418916944993
palavra aleatoria,0.6408213476641063
palavra aleatoria,0.2559016894303234
frase 2,0.0878994727122633
frase 2,0.5694455350029909
frase 2,0.7748987451340231
frase 2,0.5172576567415077
palavra aleatoria,0.564947968856611
frase 2,0.5511476108326373
frase 2,0.33254440347513775
frase 2,0.06400813385881192
frase 2,0.1320538903402578
frase 2,0.46181078083163957
palavra aleatoria,0.813123748991851
frase 2,0.8386348939953144
frase 2,0.15207953265021712
palavra aleatoria,0.3152719079606031
palavra aleatoria,0.7209279623498804
frase 2,0.6644878984232978
palavra aleatoria,0.2727260539395961
palavra aleatoria,0.6136867359555037
frase 2,0.18496533452661668
palavra aleatoria,0.49804864071180766
frase 2,0.8501867662763145
palavra aleatoria,0.2692537932584499
palavra aleatoria,0.8962293225437024
palavra aleatoria,0.48511222664637554
frase 2,0.6462254964462292
frase 2,0.6800290928439411
palavra aleatoria,0.5003477182483692
frase 2,0.82633222805247
frase 2,0.8499259593104991
frase 2,0.6413901359730678
palavra aleatoria,0.503114955070669
palavra aleatoria,0.9630852716521349
palavra aleatoria,0.7990161094508675
palavra aleatoria,0.34760913164550933
palavra aleatoria,0.5142803187607783
palavra aleatoria,0.6185465309809963
palavra aleatoria,0.3459087114945751
frase 2,0.30940897547947366
palavra aleatoria,0.772374838639517
frase 2,0.7441674019628527
frase 2,0.6665979371348258
frase 2,0.9477049192227828
palavra aleatoria,0.18788413420822853
frase 2,0.2524296373926847
palavra aleatoria,0.35069090871243097
frase 2,0.5414911131812485
palavra aleatoria,0.7096520472177743
frase 2,0.9771707798889195
palavra aleatoria,0.3177515584580673
frase 2,0.3303140945646795
frase 2,0.8933875376079031
frase 2,0.15061063020653656
frase 2,0.19710019960668995
palavra aleatoria,0.09928001695768002
palavra aleatoria,0.8193926987858926
palavra aleatoria,0.49543515237198155
palavra aleatoria,0.9118736687309431
palavra aleatoria,0.4409151788894207
frase 2,0.326824896446856
frase 2,0.6726150102650493
palavra aleatoria,0.27190544511803366
palavra aleatoria,0.3179312046516381
palavra aleatoria,0.08176075787509936
frase 2,0.5344567280119783
frase 2,0.75950059551493
palavra aleatoria,0.9271276568587169
palavra aleatoria,0.3299317316709002
frase 2,0.674429308012032
frase 2,0.6773043304718929
palavra aleatoria,0.3605930789430672
palavra aleatoria,0.6397398279560287
frase 2,0.16352044076839392
frase 2,0.8228464483169418
palavra aleatoria,0.08308796182521118
frase 2,0.6241938720235164
frase 2,0.6898425055434976
palavra aleatoria,0.5091802515488603
palavra aleatoria,0.29905313277604434
frase 2,0.11123608347870513
frase 2,0.19839102053043212
frase 2,0.9240592912390668
frase 2,0.6756359483463235
frase 2,0.34597976270074304
palavra aleatoria,0.6132572066101737
frase 2,0.7696523581503392
frase 2,0.3585193205347649
palavra aleatoria,0.8184701568253401
frase 2,0.9309962835188984
frase 2,0.22799276845004313
palavra aleatoria,0.9846183733381656
frase 2,0.4248611697527158
palavra aleatoria,0.4654192535601546
frase 2,0.2574816280781403
palavra aleatoria,0.30299375447599103
palavra aleatoria,0.9686381444159883
frase 2,0.8468627227723708
palavra aleatoria,0.8629736095602848
frase 2,0.3241106789724806
frase 2,0.8549407385023897
palavra aleatoria,0.3977136775055416
frase 2,0.551469396820834
frase 2,0.3203649017638933
frase 2,0.33190493015907385
palavra aleatoria,0.3896067592659604
palavra aleatoria,0.9344717353009947
frase 2,0.39780478070537145
palavra aleatoria,0.05609360272274707
palavra aleatoria,0.30991268346406176
frase 2,0.8150114593609373
frase 2,0.7442955071651859
frase 2,0.7465942955271818
palavra aleatoria,0.6466063552519189
frase 2,0.4240307653719034
frase 2,0.5595136516889658
frase 2,0.41480412141971074
frase 2,0.6034552787430306
frase 2,0.8694723030725656
palavra aleatoria,0.31223195138878196
palavra aleatoria,0.29077493397470827
frase 2,0.8702489380545054
palavra aleatoria,0.04577128693235149
frase 2,0.3388178219082885
palavra aleatoria,0.09725130336735825
frase 2,0.30706291388554235
palavra aleatoria,0.14118045928583142
palavra aleatoria,0.8156372327113671
frase 2,0.508916712365552
palavra aleatoria,0.46804290917506364
palavra aleatoria,0.5080583168133994
palavra aleatoria,0.8595764770982461
palavra aleatoria,0.02500822434294008
frase 2,0.975302262556529
palavra aleatoria,0.13349334504132693
frase 2,0.6203963745063901
palavra aleatoria,0.8281052547792958
frase 2,0.9159967422688904
palavra aleatoria,0.6456899897084597
palavra aleatoria,0.1137480076611484
frase 2,0.8142309576019423
frase 2,0.16349003458203132
frase 2,0.02258605541681866
frase 2,0.4932593507567974
palavra aleatoria,0.3731602597199223
palavra aleatoria,0.8475361147524528
palavra aleatoria,0.8946158083533927
frase 2,0.3250991670198847
frase 2,0.7078015781655561
palavra aleatoria,0.8152561527946258
palavra aleatoria,0.6672808009023997
frase 2,0.1018471638899699
palavra aleatoria,0.46510373637448077
palavra aleatoria,0.48385436216955585
frase 2,0.09561687169483957
palavra aleatoria,0.6970956958503244
frase 2,0.1138883795389305
palavra aleatoria,0.7871371879294529
palavra aleatoria,0.9605704295651494
palavra aleatoria,0.6606099922813339
frase 2,0.7661421484360059
palavra aleatoria,0.8386017123042243
palavra aleatoria,0.5430374512114093
frase 2,0.3432731258378349
frase 2,0.05647389306571654
palavra aleatoria,0.8362513720262751
frase 2,0.40176183958538453
frase 2,0.5541363702441269
frase 2,0.7498115989634965
palavra aleatoria,0.10456382450080487
frase 2,0.8857739960549881
palavra aleatoria,0.516760168948535
palavra aleatoria,0.8802505138862354
frase 2,0.1632163853835625
palavra aleatoria,0.09114114640266766
palavra aleatoria,0.4393285345539944
frase 2,0.23949073844562682
palavra aleatoria,0.5987851221189898
palavra aleatoria,0.6678686092617
palavra aleatoria,0.024914289419486344
frase 2,0.39405912532658804
frase 2,0.1548534033031049
palavra aleatoria,0.559983802621117
frase 2,0.8838678811368714
palavra aleatoria,0.504518377507644
frase 2,0.61100736697676
palavra aleatoria,0.3062094615107629
palavra aleatoria,0.671750705555649
palavra aleatoria,0.3214689816033722
frase 2,0.09733523675253347
palavra aleatoria,0.9622989529208771
palavra aleatoria,0.6828396880442047
frase 2,0.25160379296407076
palavra aleatoria,0.545823674825772
palavra aleatoria,0.7422796701041489
palavra aleatoria,0.11959114869146249
frase 2,0.27042137672722255
frase 2,0.22961066877203692
frase 2,0.9460828965862154
frase 2,0.6999752809711999
palavra aleatoria,0.3240509405100416
palavra aleatoria,0.5839138509032377
frase 2,0.3271401121332554
palavra aleatoria,0.3555907141229344
palavra aleatoria,0.5615749332030828
palavra aleatoria,0.9397077161114814
frase 2,0.056609780011432215
frase 2,0.7895102459371525
palavra aleatoria,0.856367048991744
palavra aleatoria,0.8882081507297012
palavra aleatoria,0.6290247593981695
palavra aleatoria,0.028203078785774667
palavra aleatoria,0.18088149470889192
palavra aleatoria,0.9046042003658914
palavra aleatoria,0.13393462199506645
frase 2,0.7161460003510294
palavra aleatoria,0.21140643325369182
frase 2,0.3566808739768591
palavra aleatoria,0.3497234600786533
palavra aleatoria,0.807626976234719
palavra aleatoria,0.8820786272270171
palavra aleatoria,0.775100183448597
frase 2,0.2483174721192904
palavra aleatoria,0.8407927414879904
palavra aleatoria,0.02354410560005523
frase 2,0.024122944689686628
palavra aleatoria,0.7108556902895581
frase 2,0.257645791746465
frase 2,0.23833885358652826
frase 2,0.0661190858638524
frase 2,0.5556267754368869
palavra aleatoria,0.5982877268476058
palavra aleatoria,0.13367281243233534
frase 2,0.30121724745250933
palavra aleatoria,0.38331329966012895
frase 2,0.18696427493815304
frase 2,0.3316658940028827
palavra aleatoria,0.8153257386142875
palavra aleatoria,0.7752944873252595
palavra aleatoria,0.15457393576407574
frase 2,0.8760734498468794
palavra aleatoria,0.8064728276975548
palavra aleatoria,0.6850738661969152
palavra aleatoria,0.8254999558171129
frase 2,0.9264328277703158
palavra aleatoria,0.24542433823616025
palavra aleatoria,0.3717157043634625
palavra aleatoria,0.5286856030737778
palavra aleatoria,0.33577398538028097
frase 2,0.9293713127996415
palavra aleatoria,0.08799480727329438
frase 2,0.6400232652297819
frase 2,0.06139238826025382
palavra aleatoria,0.8227072167793185
palavra aleatoria,0.4298549475407591
frase 2,0.9317915890775312
frase 2,0.77640365633588
frase 2,0.7389313564141644
frase 2,0.15749616827397045
palavra aleatoria,0.5603811996584372
frase 2,0.29373317200674665
frase 2,0.6592270852911267
palavra aleatoria,0.30052682050430696
palavra aleatoria,0.9511125849637897
frase 2,0.07365382804512936
palavra aleatoria,0.43449634444993185
palavra aleatoria,0.34818596302022997
frase 2,0.26477685709676996
frase 2,0.4164532716723125
palavra aleatoria,0.10195196523188538
palavra aleatoria,0.556272542392738
frase 2,0.06916565520584535
frase 2,0.7557549228546622
palavra aleatoria,0.15042393434117582
palavra aleatoria,0.898665788369137
palavra aleatoria,0.03126773716481832
palavra aleatoria,0.5232780811285357
frase 2,0.5527239239954655
frase 2,0.9002668541638045
frase 2,0.10586822941387844
frase 2,0.6987081181469688
palavra aleatoria,0.5044209216462272
frase 2,0.5148507849155572
palavra aleatoria,0.493864312733843
frase 2,0.7833201782943361
frase 2,0.8347334266362278
palavra aleatoria,0.4144794554975113
palavra aleatoria,0.9329515100199774
palavra aleatoria,0.6051990179312697
palavra aleatoria,0.42575955956302874
frase 2,0.6915084128451496
palavra aleatoria,0.5063942336376648
palavra aleatoria,0.981824461495712
frase 2,0.033877382710885404
palavra aleatoria,0.9370538706843895
frase 2,0.6351688994657418
frase 2,0.6083468141230424
palavra aleatoria,0.8581280560195051
palavra aleatoria,0.8023954081767607
frase 2,0.9218550556029238
frase 2,0.7118542057599097
palavra aleatoria,0.7389912216438496
palavra aleatoria,0.43857882025323147
palavra aleatoria,0.9416488585575123
frase 2,0.964938893276043
frase 2,0.5255518473840063
palavra aleatoria,0.07720397988999964
palavra aleatoria,0.45582662645738337
frase 2,0.7242705899858215
palavra aleatoria,0.3758405920319231
frase 2,0.8267089667914077
frase 2,0.6061336177906379
frase 2,0.16766337721612679
frase 2,0.8067464444692463
frase 2,0.0393800073648165
palavra aleatoria,0.5320217383561688
palavra aleatoria,0.6597624709934102
palavra aleatoria,0.25159999944857364
frase 2,0.8592051509664473
frase 2,0.525174299406438
frase 2,0.5320012029574172
frase 2,0.8573939141231304
palavra aleatoria,0.7305840456497945
frase 2,0.9454892424835487
frase 2,0.46097597188079403
palavra aleatoria,0.6806492353495447
frase 2,0.4992525064794096
palavra aleatoria,0.25399777604653795
palavra aleatoria,0.583444681875215
palavra aleatoria,0.22866224990710346
palavra aleatoria,0.5313391029859482
frase 2,0.7589288464501146
palavra aleatoria,0.7274997589047726
palavra aleatoria,0.9647089605874618
palavra aleatoria,0.12110338515757786
frase 2,0.035387492407139065
palavra aleatoria,0.4419662553669827
frase 2,0.8113805493433963
palavra aleatoria,0.6493975900174512
frase 2,0.5113375912991123
palavra aleatoria,0.6265699280427036
frase 2,0.47259917272150453
frase 2,0.4832683005648062
frase 2,0.8649120986609508
frase 2,0.6781811184492004
frase 2,0.7498528170899563
palavra aleatoria,0.41842421276035274
frase 2,0.1642409719141665
frase 2,0.3699646405886012
palavra aleatoria,0.28132050912468365
frase 2,0.23551862025915823
palavra aleatoria,0.571622966985654
palavra aleatoria,0.966439262868678
frase 2,0.6425080673428339
frase 2,0.08608455968556016
palavra aleatoria,0.4131496231289388
frase 2,0.37225617792814025
frase 2,0.2887479211634129
palavra aleatoria,0.06189635400652275
palavra aleatoria,0.22687884871765557
frase 2,0.274834870617457
palavra aleatoria,0.48542470880891725
palavra aleatoria,0.7033280073806706
frase 2,0.3817696423121068
frase 2,0.19244498359897597
palavra aleatoria,0.7680534318012017
palavra aleatoria,0.6700131290487842
palavra aleatoria,0.587052389516533
palavra aleatoria,0.2967637539295745
palavra aleatoria,0.8419653249514945
frase 2,0.13939337449581254
palavra aleatoria,0.9151042530035318
frase 2,0.6251456960086347
palavra aleatoria,0.9804019874288104
frase 2,0.36515649142757395
palavra aleatoria,0.46292598803422963
palavra aleatoria,0.8055634167241643
palavra aleatoria,0.6613855911453274
palavra aleatoria,0.8036616984476904
frase 2,0.235451945864866
frase 2,0.9772689893015556
palavra aleatoria,0.06963441923639396
palavra aleatoria,0.7610431731420922
frase 2,0.2523247803019379
frase 2,0.6535109939951546
frase 2,0.8796054927413857
frase 2,0.13987131848913387
palavra aleatoria,0.8629368606190463
palavra aleatoria,0.09945596412202218
palavra aleatoria,0.287645022041054
palavra aleatoria,0.818104773406771
frase 2,0.5798150266800711
frase 2,0.35649635724233647
frase 2,0.41681458891619716
frase 2,0.5279522855908522
frase 2,0.9687999076747997
palavra aleatoria,0.15303207357783732
palavra aleatoria,0.7180551721385607
frase 2,0.609576528919011
frase 2,0.8467855996944871
frase 2,0.4431631988243908
palavra aleatoria,0.8181831682781149
palavra aleatoria,0.8697765964186193
frase 2,0.4944564102992568
palavra aleatoria,0.39642650378508903
palavra aleatoria,0.5297744160162375
frase 2,0.3203832936371619
frase 2,0.5023485400995009
palavra aleatoria,0.17988574825053272
frase 2,0.20117652469073125
palavra aleatoria,0.28146544694946
frase 2,0.6510948299457947
palavra aleatoria,0.059660896433107166
palavra aleatoria,0.20810528510493628
palavra aleatoria,0.09541505260611885
frase 2,0.2486424366015551
palavra aleatoria,0.1422829834281687
frase 2,0.06626473975402407
palavra aleatoria,0.8268705955921545
palavra aleatoria,0.40694175990663817
palavra aleatoria,0.672316427806
palavra aleatoria,0.8803823998399677
frase 2,0.37183368906863784
frase 2,0.8523173960068757
palavra aleatoria,0.21867150680778752
palavra aleatoria,0.2479460255101292
frase 2,0.4015189697486888
frase 2,0.341517446131663
palavra aleatoria,0.09318008316045284
frase 2,0.5845269030599798
palavra aleatoria,0.9059858380795653
palavra aleatoria,0.2846079582487469
frase 2,0.03636757567208674
palavra aleatoria,0.2676350591155083
frase 2,0.01261825827691342
frase 2,0.29758210764089243
palavra aleatoria,0.08919044518822061
palavra aleatoria,0.05699383979009848
frase 2,0.8536070259891503
frase 2,0.6266113404309923
palavra aleatoria,0.7053421157550798
frase 2,0.15099476803378029
frase 2,0.126328773047912
palavra aleatoria,0.3038921516842793
palavra aleatoria,0.4475066520906012
palavra aleatoria,0.6027181999391624
frase 2,0.575464983663365
palavra aleatoria,0.21670593033117072
palavra aleatoria,0.5115062209859201
frase 2,0.49345084149674934
palavra aleatoria,0.49979854435221044
frase 2,0.7381328725129893
frase 2,0.3129260305743353
frase 2,0.6461109820747228
frase 2,0.7847123131853725
frase 2,0.09076500965731937
frase 2,0.3161917162651312
frase 2,0.8631222276575742
frase 2,0.6622018210048728
palavra aleatoria,0.5403799816322232
palavra aleatoria,0.023873317832394964
palavra aleatoria,0.18816438486871526
palavra aleatoria,0.9435481117217648
frase 2,0.8931354838177821
palavra aleatoria,0.7754392030556274
frase 2,0.6305711625926576
frase 2,0.9299809823003682
palavra aleatoria,0.48403540293633446
frase 2,0.03860253433762412
palavra aleatoria,0.6389553923951897
palavra aleatoria,0.4366606520014927
frase 2,0.45106558769313837
frase 2,0.7638611719333785
frase 2,0.23930226667820867
frase 2,0.6200606986956525
palavra aleatoria,0.4173731554685303
frase 2,0.957010950671413
frase 2,0.87119390743418
frase 2,0.49683020834593117
palavra aleatoria,0.241129170182974
frase 2,0.20634183333601713
palavra aleatoria,0.1565910051733476
frase 2,0.06024265123173432
frase 2,0.11401685296022507
frase 2,0.556037843907038
